2012-04-10,23:39:31,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/stimuli/CboyQ.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/stimuli/CboyQ.mp3 User clicked Next too fast: 974 or 1983
2012-04-11,00:03:57,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/recs4/44CbeatT.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/recs4/44CbeatT.mp3
2012-04-11,00:04:02,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/stimuli/CboyT.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/stimuli/CboyT.mp3
2012-04-11,00:04:04,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/recs2/16pre4.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/recs2/16pre4.mp3 User clicked Next too fast: 346 or 1359
2012-04-11,00:04:09,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/stimuli/CbuttQ.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/stimuli/CbuttQ.mp3 User clicked Next too fast: 55 or 1208 User clicked Next too fast: 841 or 785
2012-04-11,00:04:12,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/stimuli/CboatQ.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/stimuli/CboatQ.mp3 User clicked Next too fast: 402 or 1465
2012-04-11,00:04:15,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/stimuli/CbuyQ.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/stimuli/CbuyQ.mp3 User clicked Next too fast: 676 or 1686
2012-04-11,00:04:18,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/recs2/14CbatD.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/recs2/14CbatD.mp3 User clicked Next too fast: 623 or 1634
2012-04-11,00:04:21,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/recs3/32CaboutD.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/recs3/32CaboutD.mp3 User clicked Next too fast: 704 or 1715
2012-04-11,00:04:25,1334084239440:::Sussex:::Sussex:::Sussex,./../audio_stimuli/recs2/14Cpost5.mp3,0,null,NaN:::Played stimuli ./../audio_stimuli/recs2/14Cpost5.mp3 User clicked Next too fast: 551 or 1591 User clicked Next too fast: 1348 or 796
