2012-04-08,00:10:16,1333856693442:::Sussex,./../audio_stimuli/CbertT.wav,5,4043,2996:::Played stimuli ./../audio_stimuli/CbertT.wav
2012-04-08,00:10:21,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,-1,742,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav; (-1:1333858219293)
2012-04-08,00:10:28,1333856693442:::Sussex,./../audio_stimuli/CbatT.wav,5,1907,1931:::Played stimuli ./../audio_stimuli/CbatT.wav; (4:1333858224591); (5:1333858226356)
2012-04-08,00:10:38,1333856693442:::Sussex,./../audio_stimuli/CbertT.wav,3,3434,2996:::Played stimuli ./../audio_stimuli/CbertT.wav; (3:1333858235617)
2012-04-08,00:10:45,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,0,2712,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav
2012-04-08,00:10:48,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,0,5105,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav
2012-04-08,00:10:50,1333856693442:::Sussex,./../audio_stimuli/CbatT.wav,0,-201,1931:::Played stimuli ./../audio_stimuli/CbatT.wav User clicked Next too fast: 507 or 1321
2012-04-08,00:10:54,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,0,-557,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav User clicked Next too fast: 99 or 1000
2012-04-08,00:10:56,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,0,763,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav User clicked Next too fast: 99 or 1000
2012-04-08,00:10:57,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,0,1976,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav User clicked Next too fast: 99 or 1000
2012-04-08,00:11:03,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,0,1228,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav
2012-04-08,00:12:17,1333856693442:::Sussex,./../audio_stimuli/CbertT.wav,3,-240,2996:::Played stimuli ./../audio_stimuli/CbertT.wav User clicked Next too fast: 191 or 3204
2012-04-08,00:12:19,1333856693442:::Sussex,./../audio_stimuli/CbertT.wav,0,1341,2996:::Played stimuli ./../audio_stimuli/CbertT.wav User clicked Next too fast: 191 or 3204
2012-04-08,00:12:21,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,2,-839,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav
2012-04-08,00:12:24,1333856693442:::Sussex,./../audio_stimuli/CbatT.wav,5,260,1931:::Played stimuli ./../audio_stimuli/CbatT.wav; (5:1333858342561)
2012-04-08,00:12:30,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,-4,955,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav User clicked Next too fast: 142 or 3161; (-4:1333858348246)
2012-04-08,00:12:33,1333856693442:::Sussex,./../audio_stimuli/CbeatQ.wav,-5,3711,1897:::Played stimuli ./../audio_stimuli/CbeatQ.wav User clicked Next too fast: 142 or 3161; (-4:1333858348246); (-5:1333858350951)
